GeneID,gene.rank.eff,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT2G22300,0.999803966255948,CMTA3,2,1,protein_coding,na
AT3G28770,0.999800495355498,AT3G28770,3,1,protein_coding,na
AT5G13530,0.999799304345536,KEG,5,1,protein_coding,na
AT5G42540,0.999793378866723,XRN2,5,1,protein_coding,na
AT3G04370,0.999788279569491,CRRSP39,3,1,protein_coding,na
AT1G70410,0.999787641816296,BCA4,1,-1,protein_coding,na
AT4G20080,0.999785836942449,AT4G20080,4,1,protein_coding,na
AT1G51320,0.999772354713341,FBX11,1,1,protein_coding,na
AT3G59060,0.999768983208377,PIF5,3,-1,transcription_factor,bHLH
AT3G07340,0.999764997193062,BHLH62,3,-1,transcription_factor,bHLH
AT3G43190,0.999757050616864,SUS4,3,-1,protein_coding,na
AT1G44350,0.999752049850742,ILL6,1,-1,protein_coding,na
AT3G24503,0.999739959913219,ALDH2C4,3,-1,protein_coding,na
AT5G39690,0.999739312917679,ANAC093,5,1,transcription_factor,NAC
AT3G26510,0.99973608463331,AT3G26510,3,-1,protein_coding,na
AT3G23430,0.999732575009525,PHO1,3,-1,protein_coding,na
AT1G49900,0.99973166293988,AT1G49900,1,-1,transcription_factor,C2H2
AT2G25600,0.999730199289665,AKT6,2,1,protein_coding,na
AT3G54280,0.999729382108858,RGD3,3,1,protein_coding,na
AT3G24180,0.999726193216422,AT3G24180,3,-1,protein_coding,na
AT3G62570,0.999721746438989,AT3G62570,3,1,protein_coding,na
AT1G75800,0.999721072267563,AT1G75800,1,1,protein_coding,na
AT2G35630,0.999720384552301,MOR1,2,1,protein_coding,na
AT2G43010,0.999712097753367,PIF4,2,1,transcription_factor,bHLH
AT5G18860,0.999710402962724,AT5G18860,5,1,protein_coding,na
AT1G10470,0.999709145485994,ARR4,1,-1,protein_coding,na
AT4G40070,0.999705996495273,ATL32,4,1,protein_coding,na
AT1G65590,0.999705491059319,HEXO3,1,1,protein_coding,na
AT3G08960,0.999695637618565,AT3G08960,3,-1,protein_coding,na
AT4G34950,0.999694237606771,AT4G34950,4,-1,protein_coding,na
AT3G51895,0.999690473748105,SULTR3;1,3,-1,protein_coding,na
AT5G14180,0.999687600722404,LIP2,5,-1,protein_coding,na
AT3G28415,0.999679063188858,ABCB22,3,-1,protein_coding,na
AT1G15600,0.999670213223529,AT1G15600,1,1,protein_coding,na
AT1G62340,0.999663836776502,SBT2.4,1,-1,protein_coding,na
AT1G48480,0.99965592748774,RKL1,1,1,protein_coding,na
AT3G32280,0.999654026651565,AT3G32280,3,1,protein_coding,na
AT1G31070,0.999652954187312,GLCNAC1PUT1,1,1,protein_coding,na
AT3G01460,0.999641839102049,MBD9,3,1,transcription_factor,C2H2
AT1G23760,0.999641586301776,PGL1,1,1,protein_coding,na
AT1G73850,0.999639010870936,AT1G73850,1,1,protein_coding,na
AT1G31710,0.999632038341321,AT1G31710,1,1,protein_coding,na
AT5G19700,0.999630572813359,DTX52,5,-1,protein_coding,na
AT3G61690,0.999629631686348,AT3G61690,3,1,protein_coding,na
AT2G27170,0.999600224530888,SMC3,2,-1,protein_coding,na
AT5G19820,0.99959975620634,emb2734,5,-1,protein_coding,na
AT3G10010,0.999586574792432,DML2,3,-1,protein_coding,na
AT4G13750,0.999584998996484,NOV,4,1,protein_coding,na
AT3G29080,0.999574407938932,AT3G29080,3,1,protein_coding,na
AT1G63450,0.999572223752057,GT16,1,1,protein_coding,na
AT1G77600,0.999560370867592,AT1G77600,1,-1,protein_coding,na
AT5G03380,0.999553565596086,HIPP06,5,-1,protein_coding,na
AT2G25660,0.999552455642929,emb2410,2,-1,protein_coding,na
AT3G44780,0.999551154853456,AT3G44780,3,-1,protein_coding,na
AT4G39010,0.999547723167696,AtGH9B18,4,-1,protein_coding,na
AT1G72270,0.999547284938886,AT1G72270,1,-1,protein_coding,na
AT4G32650,0.999540405138735,KAT3,4,-1,protein_coding,na
AT2G26780,0.999538574036294,AT2G26780,2,1,protein_coding,na
AT5G28237,0.99953266152893,AT5G28237,5,-1,protein_coding,na
AT1G61810,0.99952760889022,BGLU45,1,1,protein_coding,na
AT4G11300,0.999515218922732,AT4G11300,4,-1,protein_coding,na
AT1G70370,0.999514760884379,PGL3,1,-1,protein_coding,na
AT2G24080,0.999504261075193,AT2G24080,2,-1,protein_coding,na
AT3G19580,0.999500294351249,AZF2,3,-1,transcription_factor,C2H2
AT1G36950,0.999494097767713,AT1G36950,1,-1,transcription_factor,C2H2
AT4G29740,0.999482843328624,CKX4,4,1,protein_coding,na
AT2G34210,0.999470837903729,AT2G34210,2,1,protein_coding,na
AT3G56560,0.999465845916186,anac065,3,1,transcription_factor,NAC
AT1G01580,0.999465548126148,FRO2,1,1,protein_coding,na
AT1G77280,0.999452454092827,AT1G77280,1,-1,protein_coding,na
AT1G23090,0.999441971300832,SULTR3;3,1,-1,protein_coding,na
AT1G19230,0.999438685346277,RBOHE,1,1,protein_coding,na
AT2G03130,0.9994269425693,AT2G03130,2,1,protein_coding,na
AT5G35830,0.999422510632397,AT5G35830,5,-1,protein_coding,na
AT4G12334,0.999410812584676,AT4G12334,4,-1,protein_coding,na
AT5G18350,0.999409472282982,AT5G18350,5,-1,protein_coding,na
AT1G73870,0.999407573562856,COL7,1,1,transcription_factor,C2C2-CO-like
AT3G01120,0.99939941000256,CGS1,3,-1,protein_coding,na
AT1G67455,0.999368139905485,AT1G67455,1,1,protein_coding,na
AT5G04770,0.999367475574657,CAT6,5,1,protein_coding,na
AT2G32240,0.999366642882128,AT2G32240,2,-1,protein_coding,na
AT4G26830,0.999357174301918,AT4G26830,4,-1,protein_coding,na
AT1G02390,0.999352516689018,GPAT2,1,1,protein_coding,na
AT1G67025,0.999348118843517,AT1G67025,1,-1,protein_coding,na
AT4G02670,0.999341721652265,AtIDD12,4,-1,transcription_factor,C2H2
AT5G36980,0.999332327530281,AT5G36980,5,-1,protein_coding,na
AT1G68890,0.999324006206979,PHYLLO,1,1,protein_coding,na
AT2G18480,0.999320425629429,PLT3,2,-1,protein_coding,na
AT4G15180,0.999315679026916,ATXR3,4,1,protein_coding,na
AT4G02075,0.999314356961869,PIT1,4,-1,protein_coding,na
AT4G19240,0.999307488228063,AT4G19240,4,-1,protein_coding,na
AT5G24530,0.999300938976079,DMR6,5,1,protein_coding,na
AT4G10955,0.999294797700717,AT4G10955,4,-1,protein_coding,na
AT2G45750,0.99928879036307,AT2G45750,2,1,protein_coding,na
AT2G23220,0.999278538444004,CYP81D6,2,1,protein_coding,na
AT3G59010,0.999255257907318,PME35,3,-1,protein_coding,na
AT4G38600,0.999242425701561,UPL3,4,-1,protein_coding,na
AT1G49450,0.999237912962486,AT1G49450,1,1,protein_coding,na
AT3G44460,0.999233792058468,DPBF2,3,-1,transcription_factor,bZIP
AT2G01008,0.999226573940052,AT2G01008,2,1,protein_coding,na
AT1G33730,0.999225067193648,CYP76C5,1,1,protein_coding,na
AT2G28780,0.999221614135982,AT2G28780,2,-1,protein_coding,na
AT3G10380,0.999215781517972,SEC8,3,-1,protein_coding,na
AT3G57470,0.999209449328439,AT3G57470,3,-1,protein_coding,na
AT1G53700,0.999205057374012,WAG1,1,1,protein_coding,na
AT4G24980,0.999192476979142,AT4G24980,4,-1,protein_coding,na
AT1G05805,0.999185373206547,BHLH128,1,1,transcription_factor,bHLH
AT3G13700,0.999183977764268,AT3G13700,3,-1,protein_coding,na
AT4G24450,0.999151597432823,GWD2,4,1,protein_coding,na
AT2G38940,0.999145742049175,PHT1-4,2,1,protein_coding,na
AT4G12730,0.999121377194562,FLA2,4,-1,protein_coding,na
AT1G15950,0.999100783360923,CCR1,1,1,protein_coding,na
AT4G11050,0.999090105324763,AtGH9C3,4,-1,protein_coding,na
AT1G61890,0.999083438528898,DTX37,1,-1,protein_coding,na
AT5G14890,0.999079979617893,AT5G14890,5,1,protein_coding,na
AT2G47800,0.999072421233725,ABCC4,2,1,protein_coding,na
AT1G51500,0.999040659599483,ABCG12,1,-1,protein_coding,na
AT1G21730,0.999037846937361,KIN7C,1,1,protein_coding,na
AT1G32170,0.999032390066306,XTH30,1,1,protein_coding,na
AT1G24706,0.998995565034052,THO2,1,1,protein_coding,na
AT2G26890,0.9989920029715,GRV2,2,-1,protein_coding,na
AT1G08890,0.998988163372836,SUGTL4,1,1,transcription_factor,C2H2
AT1G76040,0.998984498206377,CPK29,1,1,protein_coding,na
AT3G54670,0.998976922711858,SMC1,3,1,protein_coding,na
AT3G48960,0.998971100802291,RPL13C,3,-1,protein_coding,na
AT5G23940,0.998967879966612,DCR,5,-1,protein_coding,na
AT4G14740,0.998909473233291,AT4G14740,4,-1,protein_coding,na
AT2G42470,0.998903108437021,AT2G42470,2,-1,protein_coding,na
AT4G28710,0.99890097259113,XI-H,4,1,protein_coding,na
AT1G13710,0.998899858726292,CYP78A5,1,-1,protein_coding,na
AT4G10310,0.998864508236369,HKT1,4,1,protein_coding,na
AT5G64750,0.998858828540133,ABR1,5,1,transcription_factor,AP2-EREBP
AT4G39050,0.998851769506236,KIN7D,4,1,protein_coding,na
AT5G22150,0.998829820996465,AT5G22150,5,1,protein_coding,na
AT2G16750,0.998806710129692,AT2G16750,2,1,protein_coding,na
AT1G62660,0.998802667035791,BFRUCT3,1,1,protein_coding,na
AT1G71960,0.998763955812216,ABCG25,1,-1,protein_coding,na
AT1G09390,0.998754240919993,AT1G09390,1,1,protein_coding,na
AT1G21620,0.998744028548693,APUM20,1,1,protein_coding,na
AT5G14230,0.998739253139608,AT5G14230,5,1,protein_coding,na
AT3G48110,0.998732718052321,EDD1,3,1,protein_coding,na
AT3G19190,0.998717285035298,ATG2,3,1,protein_coding,na
AT4G22070,0.99871405235906,WRKY31,4,-1,transcription_factor,WRKY
AT2G34360,0.998691753103293,DTX15,2,1,protein_coding,na
AT3G02110,0.998681174445986,SCPL25,3,-1,protein_coding,na
AT4G20850,0.998677978361834,TPP2,4,-1,protein_coding,na
AT1G09980,0.998663567088013,AT1G09980,1,-1,protein_coding,na
AT3G55810,0.99865887623019,AT3G55810,3,-1,protein_coding,na
AT1G80960,0.998643083131772,AT1G80960,1,1,protein_coding,na
AT1G24485,0.998638447556846,AT1G24485,1,1,protein_coding,na
AT1G04600,0.998628137475807,XI-A,1,1,protein_coding,na
AT2G36850,0.998624107894553,CALS10,2,-1,protein_coding,na
AT4G31890,0.998578311025424,AT4G31890,4,-1,protein_coding,na
AT3G22380,0.998572120481243,TIC,3,1,protein_coding,na
AT1G02080,0.998552776035747,AT1G02080,1,1,protein_coding,na
AT1G79750,0.998539572802934,NADP-ME4,1,-1,protein_coding,na
AT4G24860,0.998534627886642,AT4G24860,4,-1,protein_coding,na
AT1G02400,0.998524915983448,GA2OX6,1,1,protein_coding,na
AT4G37580,0.9985172046325,HLS1,4,1,protein_coding,na
AT4G23990,0.998483957875248,CSLG3,4,1,protein_coding,na
AT2G29980,0.998442923527237,FAD3,2,-1,protein_coding,na
AT4G30990,0.998411662842803,AT4G30990,4,1,protein_coding,na
AT5G27970,0.998383127519515,AT5G27970,5,1,protein_coding,na
AT1G79280,0.998354885640957,NUA,1,-1,protein_coding,na
AT4G38760,0.998350003560541,AT4G38760,4,-1,protein_coding,na
AT1G08260,0.998309313942005,POL2A,1,1,protein_coding,na
AT1G08600,0.998295858669943,ATRX,1,1,protein_coding,na
AT1G17580,0.998275027177602,XI-1,1,1,protein_coding,na
AT1G62690,0.998272655010824,AT1G62690,1,-1,protein_coding,na
AT5G24930,0.998269494558268,COL4,5,1,transcription_factor,C2C2-CO-like
AT5G09280,0.998239362787301,AT5G09280,5,-1,protein_coding,na
AT1G64660,0.998221105341117,MGL,1,1,protein_coding,na
AT2G30300,0.998213457068028,AT2G30300,2,1,protein_coding,na
AT4G15340,0.998154610148004,PEN1,4,-1,protein_coding,na
AT3G19170,0.998127404057528,PREP1,3,-1,protein_coding,na
AT1G78955,0.99811676965132,CAMS1,1,-1,protein_coding,na
AT3G03300,0.998089480604462,DCL2,3,-1,protein_coding,na
AT1G08130,0.998073174246862,LIG1,1,-1,protein_coding,na
AT5G04340,0.998016637663767,ZAT6,5,-1,transcription_factor,C2H2
AT1G23380,0.997985990175683,KNAT6,1,-1,transcription_factor,Homeobox
AT3G19700,0.997948797649446,IKU2,3,1,protein_coding,na
AT1G18270,0.997913859333079,AT1G18270,1,-1,protein_coding,na
AT3G55430,0.997890861991332,AT3G55430,3,-1,protein_coding,na
AT4G02700,0.99787576954701,SULTR3;2,4,1,protein_coding,na
AT1G02810,0.997815756796008,PME7,1,1,protein_coding,na
AT5G27920,0.99779176790218,AT5G27920,5,-1,protein_coding,na
AT5G40310,0.997786590495999,AT5G40310,5,-1,transcription_factor,C2H2
AT3G02000,0.997706986763936,GRXC7,3,-1,protein_coding,na
AT3G07610,0.997625263098116,IBM1,3,1,protein_coding,na
AT5G36220,0.997622243846404,CYP81D1,5,-1,protein_coding,na
AT4G32110,0.997619833827803,AT4G32110,4,-1,protein_coding,na
AT2G34680,0.997612296731984,AIR9,2,-1,protein_coding,na
AT3G29690,0.997602982260269,AT3G29690,3,-1,protein_coding,na
AT1G63105,0.997584495493789,AT1G63105,1,1,protein_coding,na
AT2G38080,0.997570835228853,IRX12,2,1,protein_coding,na
AT4G26485,0.997544194563164,AT4G26485,4,-1,protein_coding,na
AT3G20640,0.997536232949693,BHLH123,3,-1,transcription_factor,bHLH
AT5G12170,0.997477918173022,CLT3,5,1,protein_coding,na
AT4G01840,0.997473445420487,TPK5,4,1,protein_coding,na
AT4G08180,0.997465409420273,ORP1C,4,1,protein_coding,na
AT1G73805,0.997444907018537,SARD1,1,-1,protein_coding,na
AT2G02070,0.997440511491813,IDD5,2,1,transcription_factor,C2H2
AT3G53950,0.997412971771512,AT3G53950,3,1,protein_coding,na
AT2G39420,0.997412789417787,AT2G39420,2,1,protein_coding,na
AT1G80610,0.997409634626902,AT1G80610,1,-1,protein_coding,na
AT4G29970,0.997389905083655,AT4G29970,4,-1,protein_coding,na
AT4G37690,0.997375747313451,GT6,4,1,protein_coding,na
AT1G51790,0.997370245928371,AT1G51790,1,-1,protein_coding,na
AT1G41830,0.997356758120362,SKS6,1,-1,protein_coding,na
AT2G25630,0.997328782959207,BGLU14,2,1,protein_coding,na
AT3G61571,0.997277181404833,AT3G61571,3,-1,protein_coding,na
AT1G55550,0.997146588510974,KIN14T,1,1,protein_coding,na
AT2G37280,0.997142531781134,PDR5,2,1,protein_coding,na
AT1G10290,0.997133335823488,DRP2A,1,1,protein_coding,na
AT4G35380,0.997112536515944,BIG4,4,1,protein_coding,na
AT4G24050,0.997100914205325,AT4G24050,4,1,protein_coding,na
AT5G42210,0.997098684192727,AT5G42210,5,1,protein_coding,na
AT1G58050,0.9970896556051,AT1G58050,1,-1,protein_coding,na
AT4G21215,0.996984548369758,AT4G21215,4,-1,protein_coding,na
AT3G21290,0.996955507675419,AT3G21290,3,1,protein_coding,na
AT3G14300,0.99695258867343,PME26,3,-1,protein_coding,na
AT5G13590,0.996952085982411,AT5G13590,5,-1,protein_coding,na
AT1G50500,0.996942666087335,HIT1,1,-1,protein_coding,na
AT3G55950,0.996914627772124,CCR3,3,-1,protein_coding,na
AT5G23850,0.996907926623045,AT5G23850,5,1,protein_coding,na
AT1G31270,0.996902720032319,AT1G31270,1,1,protein_coding,na
AT4G34500,0.996898158965739,AT4G34500,4,-1,protein_coding,na
AT3G28100,0.996883497125754,AT3G28100,3,1,protein_coding,na
AT5G15020,0.996790953900828,SNL2,5,-1,protein_coding,na
AT5G39785,0.996780063864385,AT5G39785,5,1,protein_coding,na
AT5G23170,0.996661189609632,AT5G23170,5,-1,protein_coding,na
AT2G43050,0.996653656242567,PME16,2,1,protein_coding,na
AT1G13310,0.996614595662474,AT1G13310,1,-1,protein_coding,na
AT1G07650,0.996596413269789,AT1G07650,1,-1,protein_coding,na
AT1G42470,0.996595381609322,AT1G42470,1,1,protein_coding,na
AT1G20970,0.996541417736274,AT1G20970,1,1,protein_coding,na
AT1G79000,0.99654070546452,HAC1,1,-1,protein_coding,na
AT1G73480,0.996475991516849,AT1G73480,1,1,protein_coding,na
AT4G18340,0.996423132911066,AT4G18340,4,-1,protein_coding,na
AT5G41610,0.996375507791202,CHX18,5,-1,protein_coding,na
AT2G13370,0.996373111171184,CHR5,2,-1,protein_coding,na
AT2G47430,0.996364075083206,CKI1,2,-1,protein_coding,na
AT1G59740,0.996246789785771,NPF4.3,1,1,protein_coding,na
AT3G07620,0.996157402686804,AT3G07620,3,-1,protein_coding,na
AT2G27310,0.996054131877833,AT2G27310,2,-1,protein_coding,na
AT1G13608,0.996052346898177,AT1G13608,1,1,protein_coding,na
AT2G32990,0.995956101184275,AtGH9B8,2,1,protein_coding,na
AT5G07930,0.995949126827976,MCT2,5,1,protein_coding,na
AT1G76240,0.995897102701927,AT1G76240,1,-1,protein_coding,na
AT2G11620,0.995786222681767,AT2G11620,2,1,protein_coding,na
AT1G65960,0.995750367407588,GAD2,1,1,protein_coding,na
AT3G47730,0.995679455389187,ABCA2,3,-1,protein_coding,na
AT5G01190,0.99565466116676,LAC10,5,1,protein_coding,na
AT1G19700,0.995586560384746,BLH10,1,-1,transcription_factor,Homeobox
AT2G31215,0.995492656958863,BHLH138,2,1,transcription_factor,bHLH
AT1G05020,0.995474322868138,AP180,1,-1,protein_coding,na
AT3G01310,0.995437903561404,AT3G01310,3,-1,protein_coding,na
AT1G17840,0.995379046193346,ABCG11,1,1,protein_coding,na
AT5G17490,0.995361418719466,RGL3,5,-1,transcription_factor,GRAS
AT3G15370,0.99535793021032,ATEXPA12,3,1,protein_coding,na
AT4G12020,0.995335159081445,WRKY19,4,1,transcription_factor,WRKY
AT1G14240,0.995210783621864,APY3,1,1,protein_coding,na
AT4G01860,0.995193149005047,AT4G01860,4,-1,protein_coding,na
AT1G62050,0.995179895235997,AT1G62050,1,-1,protein_coding,na
AT5G25930,0.995059109557951,AT5G25930,5,1,protein_coding,na
AT1G65060,0.995054664427439,4CL3,1,-1,protein_coding,na
AT1G61080,0.995017792775583,AT1G61080,1,-1,protein_coding,na
AT4G23540,0.99491539768072,AT4G23540,4,-1,protein_coding,na
AT5G38170,0.994894518759127,AT5G38170,5,1,protein_coding,na
AT3G20880,0.99485109152694,WIP4,3,-1,transcription_factor,C2H2
AT3G60920,0.994819890364034,AT3G60920,3,-1,protein_coding,na
AT1G72520,0.994749688573118,LOX4,1,1,protein_coding,na
AT5G19470,0.994729670947035,NUDT24,5,1,protein_coding,na
AT1G67140,0.994657757341595,SWEETIE,1,-1,protein_coding,na
AT3G54100,0.994623164996527,OFUT28,3,-1,protein_coding,na
AT4G21910,0.994423120849648,AT4G21910,4,-1,protein_coding,na
AT4G13345,0.994363653694699,MEE55,4,1,protein_coding,na
AT1G03060,0.994336675289062,SPI,1,-1,protein_coding,na
AT1G21650,0.994300476117628,SECA2,1,-1,protein_coding,na
AT3G02850,0.994291010826471,SKOR,3,-1,protein_coding,na
AT3G48430,0.994265786399172,REF6,3,1,transcription_factor,C2H2
AT1G75450,0.994229240290033,CKX5,1,-1,protein_coding,na
AT1G69540,0.9941713877676,AGL94,1,-1,transcription_factor,MADS
AT1G58190,0.994113585873698,AtRLP9,1,1,protein_coding,na
AT2G45135,0.993975761784569,AT2G45135,2,1,protein_coding,na
AT2G30760,0.9939605086654,AT2G30760,2,-1,protein_coding,na
AT5G24270,0.993957365412975,CBL4,5,-1,protein_coding,na
AT4G32920,0.993908201641319,AT4G32920,4,-1,protein_coding,na
AT2G38120,0.993816875603924,AUX1,2,1,protein_coding,na
AT5G24100,0.993815233332709,AT5G24100,5,1,protein_coding,na
AT4G35560,0.993743735489436,AT4G35560,4,1,protein_coding,na
AT3G10820,0.993733875479254,MED26A,3,1,protein_coding,na
AT2G40400,0.993498331524321,RER5,2,1,protein_coding,na
AT3G53840,0.993432907301689,WAKL15,3,1,protein_coding,na
AT3G49060,0.993408454158003,PUB32,3,-1,protein_coding,na
AT3G23820,0.993397459494233,GAE6,3,1,protein_coding,na
AT3G17205,0.993375971958891,UPL6,3,1,protein_coding,na
AT1G28680,0.993313280804342,AT1G28680,1,1,protein_coding,na
AT1G10090,0.993288818684042,AT1G10090,1,-1,protein_coding,na
AT2G29100,0.993276990311631,ATGLR2.9,2,-1,protein_coding,na
AT1G67560,0.993222483764308,LOX6,1,1,protein_coding,na
AT2G22900,0.993217242155516,GT7,2,-1,transcription_factor,CAMTA
AT5G41460,0.99318537571627,AT5G41460,5,-1,protein_coding,na
AT1G10760,0.993164302919016,GWD1,1,-1,protein_coding,na
AT1G09750,0.99314079623567,AED3,1,1,protein_coding,na
AT4G34380,0.993139593211042,AT4G34380,4,1,protein_coding,na
AT5G25620,0.993125970420561,YUC6,5,-1,protein_coding,na
AT3G03680,0.993104371501508,AT3G03680,3,1,protein_coding,na
AT5G19040,0.993081318886349,IPT5,5,-1,protein_coding,na
AT1G73960,0.992971194791739,TAF2,1,-1,protein_coding,na
AT4G17330,0.992899033371832,ATG2484-1,4,-1,protein_coding,na
AT1G48000,0.99289412588088,MYB112,1,-1,transcription_factor,MYB
AT4G38030,0.992788781286612,AT4G38030,4,-1,protein_coding,na
AT3G10360,0.992732720881549,APUM4,3,-1,protein_coding,na
AT4G32880,0.992717434814161,ATHB-8,4,-1,transcription_factor,Homeobox
AT3G22970,0.992676581912237,AT3G22970,3,1,protein_coding,na
AT1G78580,0.992631849269036,TPS1,1,-1,protein_coding,na
AT2G19060,0.992555964762088,AT2G19060,2,1,protein_coding,na
AT1G32970,0.9925477445719,SBT3.2,1,-1,protein_coding,na
AT1G71220,0.992476403374579,EBS1,1,1,protein_coding,na
AT4G33430,0.992415909836745,BAK1,4,-1,protein_coding,na
AT1G01590,0.992401511281225,FRO1,1,1,protein_coding,na
AT2G44470,0.992388058208214,BGLU29,2,1,protein_coding,na
AT1G48610,0.992376089362554,AT1G48610,1,-1,protein_coding,na
AT1G58360,0.992374004896035,AAP1,1,1,protein_coding,na
AT1G48410,0.99236587916674,AGO1,1,-1,protein_coding,na
AT4G00760,0.992311999923583,APRR8,4,-1,transcription_factor,ARR-B
AT1G58230,0.992295692395237,AT1G58230,1,1,protein_coding,na
AT3G04490,0.992275951031449,AT3G04490,3,1,protein_coding,na
AT3G29320,0.992198943656355,PHS1,3,1,protein_coding,na
AT3G14850,0.992176667750802,TBL41,3,1,protein_coding,na
AT3G13710,0.992174607551838,PRA1F4,3,-1,protein_coding,na
AT1G50730,0.992089243057397,AT1G50730,1,1,protein_coding,na
AT1G68840,0.991942728426787,RAV2,1,1,transcription_factor,RAV
AT4G14368,0.991889421582798,AT4G14368,4,-1,protein_coding,na
AT2G23440,0.991875111412185,CEP3,2,1,protein_coding,na
AT2G24420,0.99183846826185,AT2G24420,2,1,protein_coding,na
AT4G24890,0.991747755683966,PAP24,4,-1,protein_coding,na
AT3G45190,0.991703874902989,AT3G45190,3,-1,protein_coding,na
AT1G78280,0.991687230820055,AT1G78280,1,1,protein_coding,na
AT4G14250,0.991600098346393,AT4G14250,4,-1,protein_coding,na
AT2G44490,0.991517559397857,BGLU26,2,1,protein_coding,na
AT1G60390,0.991382869111821,PGL2,1,-1,protein_coding,na
AT5G24550,0.991361779661303,BGLU32,5,-1,protein_coding,na
AT1G73680,0.991312317686951,ALPHA DOX2,1,-1,protein_coding,na
AT5G43900,0.991205814973043,MYA2,5,-1,protein_coding,na
AT3G63200,0.991158422909037,PLP9,3,1,protein_coding,na
AT3G48770,0.991141832638078,AT3G48770,3,-1,protein_coding,na
AT3G53190,0.991066042347956,AT3G53190,3,1,protein_coding,na
AT2G29970,0.99098303807532,SMXL7,2,1,protein_coding,na
AT5G08260,0.99091870013815,SCPL35,5,1,protein_coding,na
AT2G27990,0.990803681710689,BLH8,2,-1,transcription_factor,Homeobox
AT5G06570,0.990787243818847,AT5G06570,5,-1,protein_coding,na
AT5G23210,0.990619452676061,SCPL34,5,1,protein_coding,na
AT4G25350,0.990581819899303,PHO1-H4,4,-1,protein_coding,na
AT3G01490,0.99050513246173,AT3G01490,3,-1,protein_coding,na
AT1G33540,0.990419483979737,SCPL18,1,-1,protein_coding,na
AT5G01330,0.990361067705051,PDC3,5,-1,protein_coding,na
AT1G53640,0.99033119662497,AT1G53640,1,-1,protein_coding,na
AT1G54940,0.990264457877964,GUX4,1,1,protein_coding,na
AT5G01830,0.990232521939357,PUB16,5,1,protein_coding,na
AT4G32420,0.99022195155332,CYP95,4,-1,protein_coding,na
AT4G13420,0.990210465823892,POT5,4,-1,protein_coding,na
AT1G03010,0.990191794116693,AT1G03010,1,1,protein_coding,na
AT2G38860,0.990167171101533,DJ1E,2,-1,protein_coding,na
AT3G60790,0.990161268325997,AT3G60790,3,1,protein_coding,na
AT4G18010,0.989989922418456,IP5P2,4,-1,protein_coding,na
AT5G07990,0.989919986280041,CYP75B1,5,1,protein_coding,na
AT4G15740,0.98988458221622,AT4G15740,4,-1,protein_coding,na
AT1G23010,0.989881998393942,LPR1,1,1,protein_coding,na
AT2G35000,0.989866336572266,ATL9,2,-1,transcription_factor,C3H
